CGI_ECGI_NCGI;eNB_gNB;CI
268-06-383856;;
268-06-383857;;
268-06-516463;;
268-06-529519;;
268-06-516464;;
268-06-529520;;
268-06-516465;;
268-06-529521;;
268-06-1075055;;
268-06-1075056;;
268-06-1075057;;
268-06-378991;;
268-06-378992;;
268-06-378993;;
268-06-469615;;
268-06-469616;;
268-06-469617;;
268-06-369007;;
268-06-369008;;
268-06-369009;;
268-06-645487;;
268-06-645488;;
268-06-645489;;
268-06-1793903;;
268-06-1793904;;
268-06-1588335;;
268-06-369519;;
268-06-1588336;;
268-06-369520;;
268-06-369521;;
268-06-2174063;;
268-06-2174064;;
268-06-2174065;;
268-06-1587311;;
268-06-1587312;;
268-06-1605487;;
268-06-1605488;;
268-06-1605489;;
268-06-871023;;
268-06-871024;;
268-06-871025;;
268-06-2229359;;
268-06-2229360;;
268-06-2229361;;
268-06-366959;;
268-06-366960;;
268-06-366961;;
268-06-474223;;
268-06-474224;;
268-06-474225;;
268-06-468847;;
268-06-468848;;
268-06-468849;;
268-06-1734511;;
268-06-298863;;
268-06-386671;;
268-06-433007;;
268-06-472943;;
268-06-475759;;
268-06-477295;;
268-06-1734512;;
268-06-298864;;
268-06-386672;;
268-06-433008;;
268-06-472944;;
268-06-475760;;
268-06-477296;;
268-06-298865;;
268-06-386673;;
268-06-433009;;
268-06-475761;;
268-06-477297;;
268-06-650607;;
268-06-650608;;
268-06-650609;;
268-06-384623;;
268-06-384624;;
268-06-384625;;
268-06-650351;;
268-06-650352;;
268-06-650353;;
268-06-748144;;
268-06-386927;;
268-06-386928;;
268-06-386929;;
268-06-598127;;
268-06-478831;;
268-06-478832;;
268-06-478833;;
268-06-391791;;
268-06-391792;;
268-06-391793;;
268-06-1038191;;
268-06-387183;;
268-06-471663;;
268-06-475247;;
268-06-479343;;
268-06-479855;;
268-06-611695;;
268-06-649839;;
268-06-1038192;;
268-06-387184;;
268-06-471664;;
268-06-475248;;
268-06-479344;;
268-06-479856;;
268-06-611696;;
268-06-649840;;
268-06-1038193;;
268-06-471665;;
268-06-475249;;
268-06-479345;;
268-06-479857;;
268-06-611697;;
268-06-649841;;
268-06-388207;;
268-06-388208;;
268-06-388209;;
268-06-471407;;
268-06-476783;;
268-06-478319;;
268-06-650863;;
268-06-471408;;
268-06-476784;;
268-06-478320;;
268-06-650864;;
268-06-471409;;
268-06-476785;;
268-06-478321;;
268-06-650865;;
268-06-389999;;
268-06-390000;;
268-06-390001;;
268-06-472175;;
268-06-472176;;
268-06-472177;;
268-06-1044079;;
268-06-1044080;;
268-06-1044081;;
268-06-390255;;
268-06-390256;;
268-06-390257;;
268-06-1038447;;
268-06-475503;;
268-06-1038448;;
268-06-475504;;
268-06-1038449;;
268-06-475505;;
268-06-1850735;;
268-06-1850736;;
268-06-1850737;;
268-06-1053551;;
268-06-1053552;;
268-06-1053553;;
268-06-1040751;;
268-06-1040752;;
268-06-1040753;;
268-06-273519;;
268-06-957039;;
268-06-273520;;
268-06-273521;;
268-06-270191;;
268-06-270192;;
268-06-270193;;
268-06-265583;;
268-06-265584;;
268-06-265585;;
268-06-268399;;
268-06-268400;;
268-06-268401;;
268-06-293999;;
268-06-294000;;
268-06-294001;;
268-06-264047;;
268-06-264048;;
268-06-264049;;
268-06-276335;;
268-06-276336;;
268-06-276337;;
268-06-269679;;
268-06-269680;;
268-06-269681;;
268-06-272239;;
268-06-272240;;
268-06-272241;;
268-06-272495;;
268-06-272496;;
268-06-272497;;
268-06-272751;;
268-06-272752;;
268-06-272753;;
268-06-964463;;
268-06-964464;;
268-06-964465;;
268-06-1898863;;
268-06-1898864;;
268-06-1898865;;
268-06-1774191;;
268-06-1774192;;
268-06-1774193;;
268-06-1774194;;
268-06-823919;;
268-06-823920;;
268-06-823921;;
268-06-267887;;
268-06-267888;;
268-06-267889;;
268-06-548463;;
268-06-548464;;
268-06-548465;;
268-06-960623;;
268-06-960624;;
268-06-960625;;
268-06-275055;;
268-06-275056;;
268-06-275057;;
268-06-519791;;
268-06-519792;;
268-06-519793;;
268-06-1188719;;
268-06-1188720;;
268-06-514927;;
268-06-514928;;
268-06-514929;;
268-06-1249903;;
268-06-1249904;;
268-06-1249905;;
268-06-695151;;
268-06-695152;;
268-06-695153;;
268-06-271471;;
268-06-271472;;
268-06-271473;;
268-06-1571439;;
268-06-1571440;;
268-06-510063;;
268-06-510064;;
268-06-275823;;
268-06-275824;;
268-06-275825;;
268-06-274543;;
268-06-274544;;
268-06-274545;;
268-06-537711;;
268-06-537712;;
268-06-537713;;
268-06-654191;;
268-06-654192;;
268-06-654193;;
268-06-654194;;
268-06-545647;;
268-06-545648;;
268-06-1614447;;
268-06-1614448;;
268-06-1614449;;
268-06-525423;;
268-06-525424;;
268-06-537455;;
268-06-537456;;
268-06-537457;;
268-06-1911407;;
268-06-1911408;;
268-06-1911409;;
268-06-1579631;;
268-06-1579632;;
268-06-1579633;;
268-06-267375;;
268-06-267376;;
268-06-267377;;
268-06-522351;;
268-06-522352;;
268-06-522353;;
268-06-540271;;
268-06-540272;;
268-06-540273;;
268-06-938607;;
268-06-938608;;
268-06-938609;;
268-06-944751;;
268-06-944752;;
268-06-944753;;
268-06-509807;;
268-06-509808;;
268-06-509809;;
268-06-509551;;
268-06-509552;;
268-06-509553;;
268-06-637039;;
268-06-637040;;
268-06-637041;;
268-06-524655;;
268-06-524656;;
268-06-382831;;
268-06-382832;;
268-06-277359;;
268-06-277360;;
268-06-277361;;
268-06-523119;;
268-06-523120;;
268-06-523121;;
268-06-964207;;
268-06-964208;;
268-06-964209;;
268-06-268143;;
268-06-268144;;
268-06-268145;;
268-06-945775;;
268-06-945776;;
268-06-945777;;
268-06-280687;;
268-06-280688;;
268-06-280689;;
268-06-274799;;
268-06-274800;;
268-06-274801;;
268-06-265327;;
268-06-265328;;
268-06-265329;;
268-06-1078895;;
268-06-1078896;;
268-06-1078897;;
268-06-630639;;
268-06-630640;;
268-06-630641;;
268-06-528239;;
268-06-528240;;
268-06-528241;;
268-06-945519;;
268-06-945520;;
268-06-277615;;
268-06-277616;;
268-06-277617;;
268-06-531823;;
268-06-531824;;
268-06-531825;;
268-06-259695;;
268-06-259696;;
268-06-259697;;
268-06-382575;;
268-06-382576;;
268-06-382577;;
268-06-538991;;
268-06-538992;;
268-06-538993;;
268-06-527983;;
268-06-527984;;
268-06-527985;;
268-06-523375;;
268-06-523376;;
268-06-523377;;
268-06-533103;;
268-06-533104;;
268-06-533105;;
268-06-654447;;
268-06-654448;;
268-06-654449;;
268-06-1614959;;
268-06-1614960;;
268-06-1614961;;
268-06-961391;;
268-06-961392;;
268-06-961393;;
268-06-515439;;
268-06-515440;;
268-06-515441;;
268-06-543343;;
268-06-543344;;
268-06-543345;;
268-06-963183;;
268-06-963184;;
268-06-963185;;
268-06-962671;;
268-06-962672;;
268-06-962673;;
268-06-266863;;
268-06-266864;;
268-06-266865;;
268-06-537199;;
268-06-537200;;
268-06-537201;;
268-06-532335;;
268-06-532336;;
268-06-532337;;
268-06-267119;;
268-06-267120;;
268-06-267121;;
268-06-531567;;
268-06-531568;;
268-06-531569;;
268-06-522863;;
268-06-522864;;
268-06-522865;;
268-06-521583;;
268-06-521584;;
268-06-521585;;
268-06-513135;;
268-06-513136;;
268-06-513137;;
268-06-939887;;
268-06-939888;;
268-06-382319;;
268-06-382320;;
268-06-382321;;
268-06-536943;;
268-06-536944;;
268-06-536945;;
268-06-510319;;
268-06-510320;;
268-06-960111;;
268-06-960112;;
268-06-960113;;
268-06-565359;;
268-06-565360;;
268-06-565361;;
268-06-511087;;
268-06-511088;;
268-06-511089;;
268-06-1082223;;
268-06-1082224;;
268-06-1082225;;
268-06-535919;;
268-06-535920;;
268-06-535921;;
268-06-1027183;;
268-06-1027184;;
268-06-1027185;;
268-06-539247;;
268-06-539248;;
268-06-539249;;
268-06-511343;;
268-06-511344;;
268-06-511345;;
268-06-267631;;
268-06-267632;;
268-06-267633;;
268-06-1070191;;
268-06-1070192;;
268-06-1070193;;
268-06-378223;;
268-06-378224;;
268-06-378225;;
268-06-1024879;;
268-06-1024880;;
268-06-1024881;;
268-06-266351;;
268-06-266352;;
268-06-266353;;
268-06-274287;;
268-06-274288;;
268-06-274289;;
268-06-377967;;
268-06-377968;;
268-06-377969;;
268-06-1071471;;
268-06-1071472;;
268-06-1071473;;
268-06-1072751;;
268-06-1072752;;
268-06-1072753;;
268-06-1071727;;
268-06-1071728;;
268-06-1071729;;
268-06-273007;;
268-06-273008;;
268-06-273009;;
268-06-1667951;;
268-06-1667952;;
268-06-1667953;;
268-06-758639;;
268-06-758640;;
268-06-758641;;
268-06-542831;;
268-06-542832;;
268-06-1026159;;
268-06-1026160;;
268-06-1026161;;
268-06-392303;;
268-06-392304;;
268-06-392305;;
268-06-1067375;;
268-06-2221167;;
268-06-2221168;;
268-06-2221169;;
268-06-1072239;;
268-06-1072240;;
268-06-1072241;;
268-06-520559;;
268-06-520560;;
268-06-520561;;
268-06-1070447;;
268-06-1070448;;
268-06-1070449;;
268-06-279663;;
268-06-279664;;
268-06-279665;;
268-06-266095;;
268-06-266096;;
268-06-266097;;
268-06-279407;;
268-06-279408;;
268-06-279409;;
268-06-538735;;
268-06-538736;;
268-06-538737;;
268-06-1074287;;
268-06-1074288;;
268-06-1074289;;
268-06-654959;;
268-06-654960;;
268-06-654961;;
268-06-279919;;
268-06-279920;;
268-06-279921;;
268-06-1080687;;
268-06-1080688;;
268-06-1080689;;
268-06-653679;;
268-06-653680;;
268-06-653681;;
268-06-276591;;
268-06-276592;;
268-06-276593;;
268-06-276594;;
268-06-266607;;
268-06-266608;;
268-06-266609;;
268-06-273775;;
268-06-273776;;
268-06-273777;;
268-06-1068143;;
268-06-1068144;;
268-06-1068145;;
268-06-392047;;
268-06-392048;;
268-06-392049;;
268-06-1184367;;
268-06-1184368;;
268-06-1184369;;
268-06-652655;;
268-06-652656;;
268-06-652657;;
268-06-274031;;
268-06-274032;;
268-06-274033;;
268-06-1068911;;
268-06-1068912;;
268-06-1068913;;
268-06-270703;;
268-06-270704;;
268-06-270705;;
268-06-1024623;;
268-06-1024624;;
268-06-1024625;;
268-06-270959;;
268-06-270960;;
268-06-270961;;
268-06-280431;;
268-06-280432;;
268-06-280433;;
268-06-525167;;
268-06-525168;;
268-06-525169;;
268-06-1668975;;
268-06-1668976;;
268-06-1668977;;
268-06-537967;;
268-06-537968;;
268-06-537969;;
268-06-1676912;;
268-06-379247;;
268-06-379248;;
268-06-275311;;
268-06-275312;;
268-06-275313;;
268-06-1069167;;
268-06-1069168;;
268-06-1069169;;
268-06-1069170;;
268-06-279151;;
268-06-279152;;
268-06-279153;;
268-06-527727;;
268-06-527728;;
268-06-527729;;
268-06-538223;;
268-06-538224;;
268-06-538225;;
268-06-1178735;;
268-06-1178736;;
268-06-1178737;;
268-06-1178738;;
268-06-526959;;
268-06-526960;;
268-06-527471;;
268-06-527472;;
268-06-527473;;
268-06-392815;;
268-06-392816;;
268-06-392817;;
268-06-2090351;;
268-06-2090352;;
268-06-2090353;;
268-06-1070959;;
268-06-1070960;;
268-06-1070961;;
268-06-1078639;;
268-06-1078640;;
268-06-1078641;;
268-06-1023855;;
268-06-1023856;;
268-06-1023857;;
268-06-1072495;;
268-06-1072496;;
268-06-1072497;;
268-06-526447;;
268-06-526448;;
268-06-526449;;
268-06-527215;;
268-06-527216;;
268-06-1121903;;
268-06-1121904;;
268-06-1121905;;
268-06-939375;;
268-06-939376;;
268-06-939377;;
268-06-522607;;
268-06-522608;;
268-06-522609;;
268-06-959343;;
268-06-959344;;
268-06-959345;;
268-06-961903;;
268-06-961904;;
268-06-961905;;
268-06-393071;;
268-06-393072;;
268-06-393073;;
268-06-546671;;
268-06-546672;;
268-06-546673;;
268-06-264815;;
268-06-264816;;
268-06-264817;;
268-06-532847;;
268-06-532848;;
268-06-532849;;
268-06-532591;;
268-06-532592;;
268-06-532593;;
268-06-516975;;
268-06-516976;;
268-06-516977;;
268-06-954991;;
268-06-954992;;
268-06-954993;;
268-06-601711;;
268-06-729455;;
268-06-521327;;
268-06-521328;;
268-06-963695;;
268-06-963696;;
268-06-721775;;
268-06-721776;;
268-06-721777;;
268-06-515951;;
268-06-515952;;
268-06-515953;;
268-06-521839;;
268-06-521840;;
268-06-545135;;
268-06-545136;;
268-06-945263;;
268-06-945264;;
268-06-939119;;
268-06-939120;;
268-06-546159;;
268-06-546160;;
268-06-546161;;
268-06-957295;;
268-06-957296;;
268-06-957297;;
268-06-956783;;
268-06-956784;;
268-06-2283119;;
268-06-2283120;;
268-06-2283121;;
268-06-393583;;
268-06-393584;;
268-06-693360;;
268-06-393585;;
268-06-693361;;
268-06-549232;;
268-06-549233;;
268-06-278127;;
268-06-278128;;
268-06-549744;;
268-06-549745;;
268-06-728943;;
268-06-728944;;
268-06-728945;;
268-06-601967;;
268-06-601968;;
268-06-823663;;
268-06-823664;;
268-06-392559;;
268-06-392560;;
268-06-392561;;
268-06-2079855;;
268-06-2079856;;
268-06-2079857;;
268-06-538479;;
268-06-538480;;
268-06-538481;;
268-06-1070703;;
268-06-1070704;;
268-06-1070705;;
268-06-917103;;
268-06-917104;;
268-06-917105;;
268-06-1579887;;
268-06-1579888;;
268-06-1579889;;
268-06-524143;;
268-06-524144;;
268-06-379503;;
268-06-379504;;
268-06-379505;;
268-06-2211951;;
268-06-2211952;;
268-06-2211953;;
268-06-653935;;
268-06-909679;;
268-06-653936;;
268-06-909680;;
268-06-653937;;
268-06-909681;;
268-06-388975;;
268-06-388976;;
268-06-388977;;
268-06-2113903;;
268-06-2113904;;
268-06-2113905;;
268-06-426351;;
268-06-426352;;
268-06-426353;;
268-06-427119;;
268-06-427120;;
268-06-427121;;
268-06-426607;;
268-06-426608;;
268-06-426863;;
268-06-426864;;
268-06-921455;;
268-06-921456;;
268-06-921457;;
268-06-1736303;;
268-06-1736304;;
268-06-1736305;;
268-06-378479;;
268-06-379759;;
268-06-381551;;
268-06-393327;;
268-06-520815;;
268-06-525679;;
268-06-542575;;
268-06-378480;;
268-06-379760;;
268-06-381552;;
268-06-393328;;
268-06-520816;;
268-06-525680;;
268-06-542576;;
268-06-378481;;
268-06-379761;;
268-06-381553;;
268-06-393329;;
268-06-520817;;
268-06-525681;;
268-06-542577;;
268-06-1023599;;
268-06-1023600;;
268-06-529775;;
268-06-529776;;
268-06-526191;;
268-06-526192;;
268-06-934511;;
268-06-934512;;
268-06-934513;;
268-06-922223;;
268-06-922224;;
268-06-965231;;
268-06-965232;;
268-06-965233;;
268-06-2154351;;
268-06-2154352;;
268-06-2154353;;
268-06-1668463;;
268-06-1668464;;
268-06-1668465;;
268-06-2104175;;
268-06-2104176;;
268-06-2104177;;
268-06-1792623;;
268-06-1798767;;
268-06-1792624;;
268-06-1798768;;
268-06-1792625;;
268-06-1798769;;
268-06-371311;;
268-06-371312;;
268-06-371313;;
268-06-480367;;
268-06-480368;;
268-06-480369;;
268-06-919663;;
268-06-919664;;
268-06-919665;;
268-06-1860719;;
268-06-1860720;;
268-06-1860721;;
268-06-1590127;;
268-06-428911;;
268-06-428912;;
268-06-428913;;
268-06-1860975;;
268-06-1860976;;
268-06-1860977;;
268-06-372079;;
268-06-430703;;
268-06-944239;;
268-06-372080;;
268-06-430704;;
268-06-944240;;
268-06-372081;;
268-06-430705;;
268-06-944241;;
268-06-935535;;
268-06-935536;;
268-06-935537;;
268-06-1059695;;
268-06-1059696;;
268-06-1059697;;
268-06-1792111;;
268-06-429935;;
268-06-1792112;;
268-06-429936;;
268-06-1792113;;
268-06-429937;;
268-06-480111;;
268-06-480112;;
268-06-480113;;
268-06-480879;;
268-06-480880;;
268-06-480881;;
268-06-1800559;;
268-06-1800560;;
268-06-1800561;;
268-06-429167;;
268-06-429168;;
268-06-429169;;
268-06-382063;;
268-06-611439;;
268-06-921199;;
268-06-382064;;
268-06-611440;;
268-06-921200;;
268-06-382065;;
268-06-611441;;
268-06-921201;;
268-06-2134383;;
268-06-2134384;;
268-06-2134385;;
268-06-380527;;
268-06-380528;;
268-06-380529;;
268-06-380530;;
268-06-1655407;;
268-06-1655408;;
268-06-380783;;
268-06-380784;;
268-06-380785;;
268-06-520047;;
268-06-520048;;
268-06-520049;;
268-06-1077871;;
268-06-1077872;;
268-06-1077873;;
268-06-1910895;;
268-06-1910896;;
268-06-1910897;;
268-06-1672559;;
268-06-1672560;;
268-06-721519;;
268-06-721520;;
268-06-721521;;
268-06-523887;;
268-06-523888;;
268-06-523889;;
268-06-633455;;
268-06-633456;;
268-06-633457;;
268-06-380271;;
268-06-380272;;
268-06-380273;;
268-06-380015;;
268-06-380016;;
268-06-380017;;
268-06-720495;;
268-06-720496;;
268-06-653167;;
268-06-653168;;
268-06-653169;;
268-06-383343;;
268-06-383344;;
268-06-383345;;
268-06-514671;;
268-06-514672;;
268-06-522095;;
268-06-522096;;
268-06-522097;;
268-06-523631;;
268-06-523632;;
268-06-523633;;
268-06-524911;;
268-06-524912;;
268-06-524913;;
268-06-651631;;
268-06-651632;;
268-06-651633;;
268-06-422512;;
268-06-470639;;
268-06-477807;;
268-06-470640;;
268-06-477808;;
268-06-470641;;
268-06-477809;;
268-06-1066351;;
268-06-1066352;;
268-06-1066353;;
268-06-1042031;;
268-06-1042032;;
268-06-390511;;
268-06-390512;;
268-06-390513;;
268-06-421743;;
268-06-421744;;
268-06-1039727;;
268-06-385647;;
268-06-421487;;
268-06-422255;;
268-06-470383;;
268-06-470895;;
268-06-476015;;
268-06-724335;;
268-06-1039728;;
268-06-385648;;
268-06-421488;;
268-06-422256;;
268-06-470384;;
268-06-470896;;
268-06-476016;;
268-06-724336;;
268-06-385649;;
268-06-421489;;
268-06-422257;;
268-06-470385;;
268-06-470897;;
268-06-476017;;
268-06-386159;;
268-06-386160;;
268-06-386161;;
268-06-390767;;
268-06-390768;;
268-06-476271;;
268-06-476272;;
268-06-476273;;
268-06-1862767;;
268-06-1862768;;
268-06-1862769;;
268-06-474735;;
268-06-474736;;
268-06-474737;;
268-06-391535;;
268-06-391536;;
268-06-391537;;
268-06-1747055;;
268-06-1747056;;
268-06-391279;;
268-06-391280;;
268-06-425583;;
268-06-425584;;
268-06-425585;;
268-06-520303;;
268-06-520304;;
268-06-520305;;
268-06-1038959;;
268-06-1038960;;
268-06-1038961;;
268-06-473455;;
268-06-473456;;
268-06-473457;;
268-06-386415;;
268-06-386416;;
268-06-386417;;
268-06-433263;;
268-06-433264;;
268-06-433265;;
268-06-477039;;
268-06-477040;;
268-06-477041;;
268-06-472687;;
268-06-472688;;
268-06-472689;;
268-06-468079;;
268-06-468080;;
268-06-468081;;
268-06-473967;;
268-06-473968;;
268-06-473969;;
268-06-1032815;;
268-06-1032816;;
268-06-1032817;;
268-06-1034095;;
268-06-388719;;
268-06-432239;;
268-06-469359;;
268-06-476527;;
268-06-651119;;
268-06-935023;;
268-06-1034096;;
268-06-388720;;
268-06-432240;;
268-06-469360;;
268-06-476528;;
268-06-651120;;
268-06-935024;;
268-06-1034097;;
268-06-388721;;
268-06-432241;;
268-06-476529;;
268-06-651121;;
268-06-935025;;
268-06-1046127;;
268-06-1046128;;
268-06-1046129;;
268-06-387439;;
268-06-387440;;
268-06-387441;;
268-06-427887;;
268-06-427888;;
268-06-427889;;
268-06-1733231;;
268-06-1733232;;
268-06-1733233;;
268-06-1065071;;
268-06-1065072;;
268-06-1065073;;
268-06-469871;;
268-06-469872;;
268-06-469873;;
268-06-521071;;
268-06-521072;;
268-06-521073;;
268-06-427631;;
268-06-428143;;
268-06-427632;;
268-06-428144;;
268-06-427633;;
268-06-428145;;
268-06-1733487;;
268-06-1733488;;
268-06-1733489;;
268-06-612207;;
268-06-612208;;
268-06-612209;;
268-06-473711;;
268-06-473712;;
268-06-473713;;
268-06-1038703;;
268-06-1058415;;
268-06-383599;;
268-06-388463;;
268-06-651887;;
268-06-1038704;;
268-06-1058416;;
268-06-383600;;
268-06-388464;;
268-06-651888;;
268-06-1038705;;
268-06-1058417;;
268-06-383601;;
268-06-388465;;
268-06-651889;;
268-06-466799;;
268-06-478063;;
268-06-646511;;
268-06-466800;;
268-06-478064;;
268-06-646512;;
268-06-466801;;
268-06-478065;;
268-06-646513;;
268-06-384879;;
268-06-384880;;
268-06-384881;;
268-06-468591;;
268-06-468592;;
268-06-1041007;;
268-06-1041008;;
268-06-1041009;;
268-06-1066095;;
268-06-1066096;;
268-06-1066097;;
268-06-385135;;
268-06-385136;;
268-06-385137;;
268-06-385391;;
268-06-385392;;
268-06-385393;;
268-06-1022319;;
268-06-1022320;;
268-06-1022321;;
268-06-1036655;;
268-06-1036656;;
268-06-1036657;;
268-06-1022063;;
268-06-1032303;;
268-06-1064815;;
268-06-391023;;
268-06-1022064;;
268-06-1032304;;
268-06-1064816;;
268-06-391024;;
268-06-1022065;;
268-06-1064817;;
268-06-391025;;
268-06-1064559;;
268-06-1064560;;
268-06-1064561;;
268-06-474991;;
268-06-474992;;
268-06-474993;;
268-06-722287;;
268-06-722288;;
268-06-389231;;
268-06-389232;;
268-06-389233;;
268-06-1065583;;
268-06-1065584;;
268-06-1065585;;
268-06-925295;;
268-06-925296;;
268-06-925297;;
268-06-850543;;
268-06-850544;;
268-06-850545;;
268-06-1598575;;
268-06-1598576;;
268-06-1598577;;
268-06-928623;;
268-06-928624;;
268-06-928625;;
268-06-943471;;
268-06-943472;;
268-06-943473;;
268-06-1816943;;
268-06-1816944;;
268-06-1816945;;
268-06-927087;;
268-06-927088;;
268-06-927089;;
268-06-1676399;;
268-06-1676400;;
268-06-1676401;;
268-06-373871;;
268-06-395631;;
268-06-373872;;
268-06-373873;;
268-06-395633;;
268-06-395634;;
268-06-1800815;;
268-06-1800816;;
268-06-1800817;;
268-06-1589615;;
268-06-1589616;;
268-06-854895;;
268-06-854896;;
268-06-854897;;
268-06-935791;;
268-06-935792;;
268-06-935793;;
268-06-920431;;
268-06-920432;;
268-06-430191;;
268-06-430192;;
268-06-941423;;
268-06-941424;;
268-06-340847;;
268-06-340848;;
268-06-340849;;
268-06-539759;;
268-06-539760;;
268-06-912239;;
268-06-912240;;
268-06-844143;;
268-06-844144;;
268-06-844145;;
268-06-428399;;
268-06-428400;;
268-06-428401;;
268-06-377711;;
268-06-377712;;
268-06-377713;;
268-06-1157743;;
268-06-1157744;;
268-06-1157745;;
268-06-377455;;
268-06-377456;;
268-06-377457;;
268-06-920943;;
268-06-920944;;
268-06-920945;;
268-06-426095;;
268-06-426096;;
268-06-381295;;
268-06-381296;;
268-06-381297;;
268-06-720751;;
268-06-720752;;
268-06-720753;;
268-06-652399;;
268-06-652400;;
268-06-652401;;
268-06-381807;;
268-06-381808;;
268-06-381809;;
268-06-377199;;
268-06-377200;;
268-06-377201;;
268-06-318831;;
268-06-318832;;
268-06-318833;;
268-06-780911;;
268-06-1904495;;
268-06-1904496;;
268-06-1904497;;
268-06-1608815;;
268-06-683119;;
268-06-1608816;;
268-06-683120;;
268-06-683121;;
268-06-1812847;;
268-06-2057583;;
268-06-2057584;;
268-06-2227311;;
268-06-2227312;;
268-06-2227313;;
268-06-658287;;
268-06-658288;;
268-06-658289;;
268-06-811375;;
268-06-1127791;;
268-06-1127792;;
268-06-1127793;;
268-06-412271;;
268-06-412272;;
268-06-412273;;
268-06-1204847;;
268-06-1204848;;
268-06-1204849;;
268-06-953967;;
268-06-953968;;
268-06-953969;;
268-06-1818223;;
268-06-1818224;;
268-06-1818225;;
268-06-1877359;;
268-06-1877360;;
268-06-1877361;;
268-06-1139567;;
268-06-1140335;;
268-06-1151087;;
268-06-1139568;;
268-06-1140336;;
268-06-1151088;;
268-06-1139569;;
268-06-1151089;;
268-06-608879;;
268-06-608880;;
268-06-608881;;
268-06-1139311;;
268-06-1139312;;
268-06-1139313;;
268-06-1133167;;
268-06-1133168;;
268-06-1133169;;
268-06-1110895;;
268-06-1110896;;
268-06-1110897;;
268-06-890223;;
268-06-890224;;
268-06-890225;;
268-06-2116463;;
268-06-2116464;;
268-06-2116465;;
268-06-811119;;
268-06-1924719;;
268-06-1924720;;
268-06-1924721;;
268-06-1708143;;
268-06-1708144;;
268-06-1797999;;
268-06-1798000;;
268-06-1798001;;
268-06-1107567;;
268-06-1107568;;
268-06-1107569;;
268-06-2050415;;
268-06-2050416;;
268-06-2050417;;
268-06-811887;;
268-06-1103471;;
268-06-671343;;
268-06-1103472;;
268-06-671344;;
268-06-1103473;;
268-06-671345;;
268-06-1152623;;
268-06-1152624;;
268-06-1152625;;
268-06-1789807;;
268-06-1790063;;
268-06-2080879;;
268-06-1789808;;
268-06-1790064;;
268-06-2080880;;
268-06-1789809;;
268-06-1790065;;
268-06-2080881;;
268-06-341103;;
268-06-341104;;
268-06-341105;;
268-06-1704815;;
268-06-1704816;;
268-06-1704817;;
268-06-2279023;;
268-06-2279024;;
268-06-2279025;;
268-06-1716335;;
268-06-1716336;;
268-06-1716337;;
268-06-410991;;
268-06-410992;;
268-06-410993;;
268-06-879983;;
268-06-879984;;
268-06-879985;;
268-06-2087279;;
268-06-2087280;;
268-06-2087281;;
268-06-396911;;
268-06-396912;;
268-06-396913;;
268-06-1110639;;
268-06-405103;;
268-06-1110640;;
268-06-405104;;
268-06-1110641;;
268-06-405105;;
268-06-1099887;;
268-06-1099888;;
268-06-1099889;;
268-06-1408623;;
268-06-2131311;;
268-06-2131312;;
268-06-2131313;;
268-06-1797231;;
268-06-1797232;;
268-06-1797233;;
268-06-1147247;;
268-06-1147248;;
268-06-1147249;;
268-06-2170735;;
268-06-2170736;;
268-06-2170737;;
268-06-723823;;
268-06-723824;;
268-06-723825;;
268-06-948591;;
268-06-948592;;
268-06-948593;;
268-06-361327;;
268-06-894831;;
268-06-361328;;
268-06-894832;;
268-06-361329;;
268-06-894833;;
268-06-1921391;;
268-06-1921392;;
268-06-1921393;;
268-06-359791;;
268-06-359792;;
268-06-359793;;
268-06-1420143;;
268-06-1420144;;
268-06-1420145;;
268-06-2072687;;
268-06-2072688;;
268-06-2072689;;
268-06-1469295;;
268-06-1469296;;
268-06-1469297;;
268-06-1537903;;
268-06-1537904;;
268-06-1998191;;
268-06-1998192;;
268-06-2130031;;
268-06-2130032;;
268-06-2130033;;
268-06-1967983;;
268-06-1967984;;
268-06-1967985;;
268-06-363119;;
268-06-363120;;
268-06-363121;;
268-06-2101615;;
268-06-2101616;;
268-06-2101617;;
268-06-846191;;
268-06-846192;;
268-06-846193;;
268-06-1094255;;
268-06-1094256;;
268-06-1094257;;
268-06-2168943;;
268-06-2168944;;
268-06-2168945;;
268-06-2099311;;
268-06-2099312;;
268-06-2099313;;
268-06-344687;;
268-06-344688;;
268-06-344689;;
268-06-2018159;;
268-06-852847;;
268-06-852848;;
268-06-852849;;
268-06-1489263;;
268-06-362351;;
268-06-366191;;
268-06-1489264;;
268-06-362352;;
268-06-366192;;
268-06-1489265;;
268-06-362353;;
268-06-366193;;
268-06-1875823;;
268-06-1875824;;
268-06-1875825;;
268-06-2123887;;
268-06-2123888;;
268-06-2123889;;
268-06-875119;;
268-06-875120;;
268-06-875121;;
268-06-1575791;;
268-06-1575792;;
268-06-1575793;;
268-06-362607;;
268-06-362608;;
268-06-362609;;
268-06-2132591;;
268-06-2132592;;
268-06-2132593;;
268-06-1925999;;
268-06-1926000;;
268-06-1926001;;
268-06-1499759;;
268-06-1499760;;
268-06-1499761;;
268-06-1917807;;
268-06-1917808;;
268-06-1917809;;
268-06-365423;;
268-06-499823;;
268-06-561263;;
268-06-365424;;
268-06-499824;;
268-06-561264;;
268-06-365425;;
268-06-499825;;
268-06-561265;;
268-06-1489007;;
268-06-1489008;;
268-06-1489009;;
268-06-1879151;;
268-06-1879152;;
268-06-1879153;;
268-06-491631;;
268-06-491632;;
